locus_name	symbol	full_name
AT5G43850	ARD4	
AT5G43850	ATARD4	
AT5G43860	ATCLH2	ARABIDOPSIS THALIANA CHLOROPHYLLASE 2
AT5G43860	CLH2	chlorophyllase 2
AT5G43880	TRM21	TON1 Recruiting Motif 21
AT5G43890	SUPER1	SUPPRESSOR OF ER 1
AT5G43890	YUC5	YUCCA5
AT5G43900	ATMYA2	ARABIDOPSIS MYOSIN 2
AT5G43900	MYA2	myosin 2
AT5G43900	XI-2	MYOSIN X1 2
AT5G43900	XI-6	MYOSIN XI-6
AT5G43935	ATFLS6	
AT5G43935	FLS6	flavonol synthase 6
AT5G43940	ADH2	ALCOHOL DEHYDROGENASE 2
AT5G43940	ATGSNOR1	
AT5G43940	GSNOR	S-NITROSOGLUTATHIONE REDUCTASE
AT5G43940	HOT5	sensitive to hot temperatures 5
AT5G43940	PAR2	PARAQUAT RESISTANT 2
AT5G43970	ATTOM22-V	
AT5G43970	TOM22-V	translocase of outer membrane 22-V
AT5G43970	TOM9-2	TRANSLOCASE OUTER MITOCHONDRIAL MEMBRANE 22-V
AT5G43980	PDLP1	plasmodesmata-located protein 1
AT5G43980	PDLP1A	PLASMODESMATA-LOCATED PROTEIN 1A
AT5G43990	SDG18	SET DOMAIN PROTEIN 18
AT5G43990	SUVR2	
AT5G44030	CESA4	cellulose synthase A4
AT5G44030	IRX5	IRREGULAR XYLEM 5
AT5G44030	NWS2	
AT5G44070	ARA8	
AT5G44070	ATPCS1	ARABIDOPSIS THALIANA PHYTOCHELATIN SYNTHASE 1
AT5G44070	CAD1	CADMIUM SENSITIVE 1
AT5G44070	PCS1	PHYTOCHELATIN SYNTHASE 1
AT5G44100	ckl7	casein kinase I-like 7
AT5G44110	ABCI21	ATP-binding cassette A21
AT5G44110	ATNAP2	ARABIDOPSIS THALIANA NON-INTRINSIC ABC PROTEIN
AT5G44110	ATPOP1	
AT5G44110	POP1	
AT5G44120	ATCRA1	CRUCIFERINA
AT5G44120	CRA1	CRUCIFERINA
AT5G44120	CRU1	
AT5G44130	FLA13	FASCICLIN-like arabinogalactan protein 13 precursor
AT5G44140	ATPHB7	prohibitin 7
AT5G44140	PHB7	prohibitin 7
AT5G44160	AtIDD8	
AT5G44160	IDD8	INDETERMINATE DOMAIN 8
AT5G44160	NUC	nutcracker
AT5G44180	RLT2	RINGLET 2
AT5G44190	ATGLK2	
AT5G44190	GLK2	GOLDEN2-like 2
AT5G44190	GPRI2	GBF'S PRO-RICH REGION-INTERACTING FACTOR 2
AT5G44200	ATCBP20	
AT5G44200	CBP20	CAP-binding protein 20
AT5G44210	ATERF-9	ERF DOMAIN PROTEIN- 9
AT5G44210	ATERF9	ERF DOMAIN PROTEIN 9
AT5G44210	ERF9	erf domain protein 9
AT5G44240	ALA2	aminophospholipid ATPase 2
AT5G44260	AtTZF5	
AT5G44260	TZF5	Tandem CCCH Zinc Finger protein 5
AT5G44280	ATRING1A	ARABIDOPSIS THALIANA RING 1A
AT5G44280	RING1A	RING 1A
AT5G44316	ABCI9	ATP-binding cassette I9
AT5G44340	TUB4	tubulin beta chain 4
AT5G44370	PHT4;6	phosphate transporter 4;6
AT5G44420	LCR77	LOW-MOLECULAR-WEIGHT CYSTEINE-RICH 77
AT5G44420	PDF1.2	plant defensin 1.2
AT5G44420	PDF1.2A	PLANT DEFENSIN 1.2A
AT5G44430	PDF1.2c	plant defensin 1.2C
AT5G44460	CML43	calmodulin like 43
AT5G44480	DUR	DEFECTIVE UGE IN ROOT
AT5G44510	TAO1	target of AVRB operation1
AT5G44560	VPS2.2	
AT5G44610	MAP18	microtubule-associated protein 18
AT5G44610	PCAP2	PLASMA MEMBRANE ASSOCIATED CA2+-BINDING PROTEIN-2
AT5G44620	CYP706A3	"cytochrome P450, family 706, subfamily A, polypeptide 3"
AT5G44635	MCM6	MINICHROMOSOME MAINTENANCE 6
AT5G44640	BGLU13	beta glucosidase 13
AT5G44650	AtCEST	Arabidopsis thaliana chloroplast protein-enhancing stress tolerance
AT5G44650	CEST	chloroplast protein-enhancing stress tolerance
AT5G44650	Y3IP1	Ycf3-interacting protein 1
AT5G44670	GALS2	galactan synthase 2
AT5G44700	EDA23	EMBRYO SAC DEVELOPMENT ARREST 23
AT5G44700	GSO2	GASSHO 2
AT5G44740	POLH	Y-family DNA polymerase H
AT5G44750	ATREV1	ARABIDOPSIS THALIANA HOMOLOG OF REVERSIONLESS 1
AT5G44750	REV1	
AT5G44780	MORF4	multiple organellar RNA editing factor 4
AT5G44785	OSB3	organellar single-stranded DNA binding protein 3
AT5G44790	HMA7	
AT5G44790	RAN1	RESPONSIVE-TO-ANTAGONIST 1
AT5G44800	CHR4	chromatin remodeling 4
AT5G44800	PKR1	PICKLE RELATED 1
AT5G44870	LAZ5	LAZARUS 5
AT5G44870	TTR1	tolerance to Tobacco ringspot virus 1
AT5G44930	ARAD2	ARABINAN DEFICIENT 2
AT5G45010	ATDSS1(V)	DSS1 homolog on chromosome V
AT5G45010	DSS1(V)	DSS1 homolog on chromosome V
AT5G45040	CYTC6A	cytochrome c6A
AT5G45050	ATWRKY16	
AT5G45050	TTR1	TOLERANT TO TOBACCO RINGSPOT NEPOVIRUS 1
AT5G45050	WRKY16	
AT5G45070	AtPP2-A8	phloem protein 2-A8
AT5G45070	PP2-A8	phloem protein 2-A8
AT5G45080	AtPP2-A6	phloem protein 2-A6
AT5G45080	PP2-A6	phloem protein 2-A6
AT5G45090	AtPP2-A7	phloem protein 2-A7
AT5G45090	PP2-A7	phloem protein 2-A7
AT5G45100	BRG1	BOI-related gene 1
AT5G45105	ZIP8	zinc transporter 8 precursor
AT5G45110	ATNPR3	
AT5G45110	NPR3	NPR1-like protein 3
AT5G45130	ATRAB-F2A	ARABIDOPSIS RAB HOMOLOG F2A
AT5G45130	ATRAB5A	
AT5G45130	ATRABF2A	
AT5G45130	RAB-F2A	RAB HOMOLOG F2A
AT5G45130	RAB5A	
AT5G45130	RABF2A	
AT5G45130	RHA1	RAB homolog 1
AT5G45140	NRPC2	nuclear RNA polymerase C2
AT5G45150	RTL3	RNAse THREE-like protein 3
AT5G45160	RL2	RHD-like2
AT5G45250	RPS4	RESISTANT TO P. SYRINGAE 4
AT5G45260	ATWRKY52	ARABIDOPSIS THALIANA WRKY DOMAIN PROTEIN 52
AT5G45260	RRS1	RESISTANT TO RALSTONIA SOLANACEARUM 1
AT5G45260	SLH1	SENSITIVE TO LOW HUMIDITY 1
AT5G45300	BAM8	BETA-AMYLASE 8
AT5G45300	BMY2	beta-amylase 2
AT5G45307	MIR168	MICRORNA 168
AT5G45307	MIR168B	microRNA168B
AT5G45330	DCP5-L	decapping 5-like
AT5G45340	CYP707A3	"cytochrome P450, family 707, subfamily A, polypeptide 3"
AT5G45370	UMAMIT1	Usually multiple acids move in and out Transporters 1
AT5G45380	ATDUR3	
AT5G45380	DUR3	DEGRADATION OF UREA 3
AT5G45390	CLPP4	CLP protease P4
AT5G45390	NCLPP4	NUCLEAR-ENCODED CLP PROTEASE P4
AT5G45400	ATRPA70C	
AT5G45400	RPA70C	
AT5G45420	maMYB	membrane anchored MYB
AT5G45428	CPuORF24	conserved peptide upstream open reading frame 24
AT5G45550	MOB1-like	MOB1-like
AT5G45600	GAS41	GLIOMAS 41
AT5G45600	TAF14B	TBP-ASSOCIATED FACTOR 14B
AT5G45600	YAF9a	homolog of yeast YAF9 a
AT5G45610	SUV2	SENSITIVE TO UV 2
AT5G45680	ATFKBP13	FK506 BINDING PROTEIN 13
AT5G45680	FKBP13	FK506-binding protein 13
AT5G45710	AT-HSFA4C	HEAT SHOCK TRANSCRIPTION FACTOR  A4C
AT5G45710	HSFA4C	HEAT SHOCK TRANSCRIPTION FACTOR  A4C
AT5G45710	RHA1	ROOT HANDEDNESS 1
AT5G45750	AtRABA1c	RAB GTPase homolog A1C
AT5G45750	RABA1c	RAB GTPase homolog A1C
AT5G45770	AtRLP55	receptor like protein 55
AT5G45770	RLP55	receptor like protein 55
AT5G45800	MEE62	maternal effect embryo arrest 62
AT5G45810	CIPK19	CBL-interacting protein kinase 19
AT5G45810	SnRK3.5	SNF1-RELATED PROTEIN KINASE 3.5
AT5G45820	CIPK20	CBL-interacting protein kinase 20
AT5G45820	PKS18	PROTEIN KINASE 18
AT5G45820	SnRK3.6	SNF1-RELATED PROTEIN KINASE 3.6
AT5G45830	ATDOG1	
AT5G45830	DOG1	DELAY OF GERMINATION 1
AT5G45830	GAAS5	germination ability after storage 5
AT5G45830	GSQ5	GLUCOSE SENSING QTL 5
AT5G45860	PYL11	PYR1-like 11
AT5G45860	RCAR5	regulatory components of ABA receptor 5
AT5G45870	PYL12	PYR1-like 12
AT5G45870	RCAR6	regulatory components of ABA receptor 6
AT5G45875	SCRL27	SCR-like 27
AT5G45890	SAG12	senescence-associated gene 12
AT5G45900	APG7	AUTOPHAGY 7
AT5G45900	ATAPG7	
AT5G45900	ATATG7	
AT5G45900	ATG7	AUTOPHAGY-RELATED 7
AT5G45930	CHL I2	
AT5G45930	CHLI-2	
AT5G45930	CHLI2	magnesium chelatase i2
AT5G45940	AtNUDT11	Arabidopsis thaliana nudix hydrolase homolog 11
AT5G45940	AtNUDX11	Arabidopsis thaliana nudix hydrolase homolog 11
AT5G45940	NUDT11	nudix hydrolase homolog 11
AT5G45940	NUDX11	nudix hydrolase homolog 11
AT5G45970	ARAC2	Arabidopsis RAC-like 2
AT5G45970	ATRAC2	ARABIDOPSIS THALIANA RAC 2
AT5G45970	ATROP7	RHO-RELATED PROTEIN FROM PLANTS 7
AT5G45970	RAC2	RAC-like 2
AT5G45970	ROP7	
AT5G45980	STPL	STIMPY-LIKE
AT5G45980	WOX8	WUSCHEL related homeobox 8
AT5G45980	WOX9B	WUSCHEL related homeobox 9B
AT5G46050	ATPTR3	ARABIDOPSIS THALIANA PEPTIDE TRANSPORTER 3
AT5G46050	PTR3	peptide transporter 3
AT5G46110	APE2	ACCLIMATION OF PHOTOSYNTHESIS TO  ENVIRONMENT 2
AT5G46110	TPT	triose-phosphate &#8260; phosphate translocator
AT5G46180	DELTA-OAT	ornithine-delta-aminotransferase
AT5G46210	ATCUL4	
AT5G46210	CUL4	cullin4
AT5G46240	KAT1	potassium channel in Arabidopsis thaliana 1
AT5G46250	AtLARP6a	
AT5G46250	LARP6a	La related protein 6a
AT5G46280	MCM3	MINICHROMOSOME MAINTENANCE 3
AT5G46290	KAS1	KETOACYL-ACP SYNTHASE 1
AT5G46290	KASI	3-ketoacyl-acyl carrier protein synthase I
AT5G46315	U6-29	U6 small nucleolar RNA29
AT5G46330	FLS2	FLAGELLIN-SENSITIVE 2
AT5G46340	RWA1	REDUCED WALL ACETYLATION 1
AT5G46350	ATWRKY8	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 8
AT5G46350	WRKY8	WRKY DNA-binding protein 8
AT5G46360	ATKCO3	CA2+ ACTIVATED OUTWARD RECTIFYING K+ CHANNEL 3
AT5G46360	KCO3	Ca2+ activated outward rectifying K+ channel 3
AT5G46370	ATKCO2	CA2+ ACTIVATED OUTWARD RECTIFYING K+ CHANNEL 2
AT5G46370	ATTPK2	TANDEM PORE K+ CHANNEL 2
AT5G46370	KCO2	Ca2+ activated outward rectifying K+ channel 2
AT5G46400	AT PRP39-2	
AT5G46400	PRP39-2	
AT5G46410	SSP4	SCP1-like small phosphatase 4
AT5G46470	RPS6	RESISTANT TO P. SYRINGAE 6
AT5G46510	VICTL	VARIATION IN COMPOUND TRIGGERED ROOT growth response-like
AT5G46520	VICTR	VARIATION IN COMPOUND TRIGGERED ROOT growth response
AT5G46540	ABCB7	ATP-binding cassette B7
AT5G46540	PGP7	P-glycoprotein  7
AT5G46570	BSK2	brassinosteroid-signaling kinase 2
AT5G46590	anac096	NAC domain containing protein 96
AT5G46590	NAC096	NAC domain containing protein 96
AT5G46630	AP2M	adaptor protein-2 mu-adaptin
AT5G46690	bHLH071	beta HLH protein 71
AT5G46700	TET1	TETRASPANIN 1
AT5G46700	TRN2	TORNADO 2
AT5G46740	UBP21	ubiquitin-specific protease 21
AT5G46750	AGD9	ARF-GAP domain 9
AT5G46760	MYC3	
AT5G46790	PYL1	PYR1-like 1
AT5G46790	RCAR12	regulatory components of ABA receptor 12
AT5G46795	MSP2	microspore-specific  promoter 2
AT5G46800	BOU	A BOUT DE SOUFFLE
AT5G46830	ATNIG1	NACL-INDUCIBLE GENE 1
AT5G46830	NIG1	NACL-inducible gene 1
AT5G46845	MIR160	MICRORNA 160
AT5G46845	MIR160C	microRNA160C
AT5G46860	ATSYP22	ARABIDOPSIS THALIANA SYNTAXIN OF PLANTS 22
AT5G46860	ATVAM3	ARABIDOPSIS THALIANA VACUOLAR MORPHOLOGY 3
AT5G46860	SGR3	SHOOT GRAVITROPISM 3
AT5G46860	SYP22	SYNTAXIN OF PLANTS 22
AT5G46860	VAM3	VACUOLAR MORPHOLOGY 3
AT5G46880	HB-7	homeobox-7
AT5G46880	HDG5	HOMEODOMAIN GLABROUS 5
AT5G47010	ATUPF1	
AT5G47010	LBA1	LOW-LEVEL BETA-AMYLASE 1
AT5G47010	UPF1	
AT5G47040	LON2	lon protease 2
AT5G47075	LCR20	low-molecular-weight cysteine-rich 20
AT5G47077	LCR6	low-molecular-weight cysteine-rich 6
AT5G47080	CKB1	casein kinase II  beta chain 1
AT5G47100	ATCBL9	
AT5G47100	CBL9	calcineurin B-like protein 9
AT5G47110	LIL3:2	
AT5G47120	ATBI-1	ARABIDOPSIS BAX INHIBITOR 1
AT5G47120	ATBI1	BAX inhibitor 1
AT5G47120	BI-1	
AT5G47120	BI1	BAX inhibitor 1
AT5G47140	GATA27	GATA transcription factor 27
AT5G47175	LCR3	low-molecular-weight cysteine-rich 3
AT5G47200	ATRAB1A	RAB GTPase homolog 1A
AT5G47200	ATRABD2B	ARABIDOPSIS RAB GTPASE HOMOLOG D2B
AT5G47200	RAB1A	RAB GTPase homolog 1A
AT5G47220	ATERF-2	ETHYLENE RESPONSE FACTOR- 2
AT5G47220	ATERF2	ETHYLENE RESPONSIVE ELEMENT BINDING FACTOR 2
AT5G47220	ERF2	ethylene responsive element binding factor 2
AT5G47230	ATERF-5	ETHYLENE RESPONSIVE ELEMENT BINDING FACTOR- 5
AT5G47230	ATERF5	ETHYLENE RESPONSIVE ELEMENT BINDING FACTOR 5
AT5G47230	AtMACD1	
AT5G47230	ERF102	
AT5G47230	ERF5	ethylene responsive element binding factor 5
AT5G47240	atnudt8	nudix hydrolase homolog 8
AT5G47240	NUDT8	nudix hydrolase homolog 8
AT5G47280	ADR1-L3	ADR1-like 3
AT5G47320	RPS19	ribosomal protein S19
AT5G47370	HAT2	
AT5G47450	ATTIP2;3	ARABIDOPSIS THALIANA TONOPLAST INTRINSIC PROTEIN 2;3
AT5G47450	DELTA-TIP3	DELTA-TONOPLAST INTRINSIC PROTEIN 3
AT5G47450	TIP2;3	tonoplast intrinsic protein 2;3
AT5G47470	UMAMIT7	Usually multiple acids move in and out Transporters 7
AT5G47500	PME5	pectin methylesterase 5
AT5G47520	AtRABA5a	RAB GTPase homolog A5A
AT5G47520	RABA5a	RAB GTPase homolog A5A
AT5G47560	ATSDAT	
AT5G47560	ATTDT	TONOPLAST DICARBOXYLATE TRANSPORTER
AT5G47560	TDT	tonoplast dicarboxylate transporter
AT5G47580	ASG7	ALTERED SEED GERMINATION 7
AT5G47630	mtACP3	mitochondrial acyl carrier protein 3
AT5G47640	NF-YB2	"nuclear factor Y, subunit B2"
AT5G47650	ATNUDT2	nudix hydrolase homolog 2
AT5G47650	ATNUDX2	ARABIDOPSIS THALIANA NUDIX HYDROLASE HOMOLOG 2
AT5G47650	NUDT2	nudix hydrolase homolog 2
AT5G47670	L1L	LEC1-LIKE
AT5G47670	NF-YB6	"nuclear factor Y, subunit B6"
AT5G47680	AtTRM	
AT5G47680	TRM10	tRNA modification 10
AT5G47720	AACT1	acetoacetyl-CoA thiolase 1
AT5G47750	D6PKL2	D6 protein kinase like 2
AT5G47750	PK5	
AT5G47760	ATPGLP2	2-phosphoglycolate phosphatase 2
AT5G47760	ATPK5	
AT5G47760	PGLP2	
AT5G47760	PGLP2	2-phosphoglycolate phosphatase 2
AT5G47770	FPS1	farnesyl diphosphate synthase 1
AT5G47780	GAUT4	galacturonosyltransferase 4
AT5G47810	PFK2	phosphofructokinase 2
AT5G47820	FRA1	FRAGILE FIBER 1
AT5G47840	AMK2	adenosine monophosphate kinase
AT5G47850	CCR4	CRINKLY4 related 4
AT5G47870	ODB2	Organellar DNA-Binding protein 2
AT5G47870	RAD52-2	radiation sensitive 51-2
AT5G47870	RAD52-2B	
AT5G47880	ERF1-1	eukaryotic release factor 1-1
AT5G47910	ATRBOHD	
AT5G47910	RBOHD	respiratory burst oxidase homologue D
AT5G47960	ATRABA4C	RAB GTPase homolog A4C
AT5G47960	RABA4C	RAB GTPase homolog A4C
AT5G47960	SMG1	SMALL MOLECULAR WEIGHT G-PROTEIN 1
AT5G47990	CYP705A5	cytochrome P450, family 705, subfamily A, polypeptide 5
AT5G47990	THAD	THALIAN-DIOL DESATURASE
AT5G47990	THAD1	THALIAN-DIOL DESATURASE
AT5G48000	CYP708 A2	CYTOCHROME P450, FAMILY 708, SUBFAMILY A, POLYPEPTIDE 2
AT5G48000	CYP708A2	"cytochrome P450, family 708, subfamily A, polypeptide 2"
AT5G48000	THAH	THALIANOL HYDROXYLASE
AT5G48000	THAH1	THALIANOL HYDROXYLASE 1
AT5G48010	AtTHAS1	Arabidopsis thaliana thalianol synthase 1
AT5G48010	THAS	THALIANOL SYNTHASE
AT5G48010	THAS1	thalianol synthase 1
AT5G48030	GFA2	gametophytic factor 2
AT5G48070	ATXTH20	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE 20
AT5G48070	XTH20	xyloglucan endotransglucosylase/hydrolase 20
AT5G48090	ELP1	EDM2-like protein1
AT5G48100	ATLAC15	
AT5G48100	AtTT10	
AT5G48100	LAC15	LACCASE-LIKE 15
AT5G48100	TT10	TRANSPARENT TESTA 10
AT5G48120	MET18	homolog of yeast MET18
AT5G48150	PAT1	phytochrome a signal transduction 1
AT5G48160	OBE2	OBERON2
AT5G48170	SLY2	SLEEPY2
AT5G48170	SNE	SNEEZY
AT5G48180	AtNSP5	
AT5G48180	NSP5	nitrile specifier protein 5
AT5G48230	AACT2	Acetoacetyl-CoA thiolase 2
AT5G48230	ACAT2	acetoacetyl-CoA thiolase 2
AT5G48230	EMB1276	EMBRYO DEFECTIVE 1276
AT5G48250	BBX8	B-box domain protein 8
AT5G48300	ADG1	ADP glucose pyrophosphorylase  1
AT5G48300	APS1	ADP-GLUCOSE PYROPHOSPHORYLASE SMALL SUBUNIT 1
AT5G48330	RUG2	RCC1/UVR8/GEF-like 2
AT5G48375	BGLU39	BETA GLUCOSIDASE 39
AT5G48375	TGG3	thioglucoside glucosidase 3
AT5G48380	BIR1	BAK1-interacting receptor-like kinase 1
AT5G48390	AtSPO22	A. thaliana homologue of yeast SPO22
AT5G48390	ATZIP4	
AT5G48400	ATGLR1.2	
AT5G48400	GLR1.2	GLUTAMATE RECEPTOR 1.2
AT5G48410	ATGLR1.3	ARABIDOPSIS THALIANA GLUTAMATE RECEPTOR 1.3
AT5G48410	GLR1.3	glutamate receptor 1.3
AT5G48450	sks3	SKU5  similar 3
AT5G48485	DIR1	DEFECTIVE IN INDUCED RESISTANCE 1
AT5G48520	AtAUG3	
AT5G48520	AUG3	augmin 3
AT5G48543	LCR1	low-molecular-weight cysteine-rich 1
AT5G48545	HINT3	histidine triad nucleotide-binding 3
AT5G48570	ATFKBP65	
AT5G48570	FKBP65	
AT5G48570	ROF2	
AT5G48580	FKBP15-2	FK506- and rapamycin-binding protein 15 kD-2
AT5G48600	ATCAP-C	ARABIDOPSIS THALIANA CHROMOSOME ASSOCIATED PROTEIN-C
AT5G48600	ATSMC3	structural maintenance of chromosome 3
AT5G48600	ATSMC4	ARABIDOPSIS THALIANA STRUCTURAL MAINTENANCE OF CHROMOSOME 4
AT5G48600	SMC3	structural maintenance of chromosome 3
AT5G48670	AGL80	AGAMOUS-like 80
AT5G48670	FEM111	
AT5G48720	XRI	X-RAY INDUCED TRANSCRIPT
AT5G48720	XRI1	X-RAY INDUCED TRANSCRIPT 1
AT5G48810	ATB5-B	
AT5G48810	ATCB5-D	ARABIDOPSIS CYTOCHROME B5 ISOFORM D
AT5G48810	B5 #3	
AT5G48810	CB5-D	cytochrome B5 isoform D
AT5G48810	CYTB5-B	
AT5G48820	ICK6	inhibitor/interactor with cyclin-dependent kinase
AT5G48820	KRP3	KIP-RELATED PROTEIN 3
AT5G48840	ATPTS	ARABIDOPSIS THALIANA PANTOTHENATE SYNTHETASE
AT5G48840	PANC	homolog of bacterial PANC
AT5G48840	PTS	PANTOTHENATE SYNTHETASE
AT5G48850	ATSDI1	SULPHUR DEFICIENCY-INDUCED 1
AT5G48870	AtLSM5	
AT5G48870	AtSAD1	
AT5G48870	LSM5	SM-like 5
AT5G48870	SAD1	SUPERSENSITIVE TO ABA AND DROUGHT 1
AT5G48880	KAT5	3-KETO-ACYL-COENZYME A THIOLASE 5
AT5G48880	PKT1	PEROXISOMAL-3-KETO-ACYL-COA THIOLASE 1
AT5G48880	PKT2	peroxisomal 3-keto-acyl-CoA thiolase 2
AT5G48890	LATE	LATE FLOWERING
AT5G48905	LCR12	low-molecular-weight cysteine-rich 12
AT5G48910	LPA66	LOW PSII ACCUMULATION 66
AT5G48920	TED7	tracheary element differentiation-related 7
AT5G48930	HCT	hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase
AT5G48945	LCR46	low-molecular-weight cysteine-rich 46
AT5G48950	DHNAT2	DHNA-CoA thioesterase 2
AT5G48953	LCR86	low-molecular-weight cysteine-rich 86
AT5G48965	MUG6	MUSTANG 6
AT5G49010	EMB2812	EMBRYO DEFECTIVE 2812
AT5G49010	SLD5	SYNTHETIC LETHALITY WITH DPB11-1 5
AT5G49020	ATPRMT4A	ARABIDOPSIS THALIANA PROTEIN ARGININE METHYLTRANSFERASE 4A
AT5G49020	PRMT4A	protein arginine methyltransferase 4A
AT5G49030	OVA2	ovule abortion 2
AT5G49070	KCS21	3-ketoacyl-CoA synthase 21
AT5G49080	EXT11	extensin 11
AT5G49150	ATGEX2	
AT5G49150	GEX2	gamete expressed 2
AT5G49160	DDM2	DECREASED DNA METHYLATION 2
AT5G49160	DMT01	DNA METHYLTRANSFERASE 01
AT5G49160	DMT1	DNA METHYLTRANSFERASE 1
AT5G49160	MET1	methyltransferase 1
AT5G49160	MET2	METHYLTRANSFERASE 2
AT5G49160	METI	METHYLTRANSFERASE I
AT5G49190	ATSUS2	
AT5G49190	SSA	SUCROSE SYNTHASE FROM ARABIDOPSIS
AT5G49190	SUS2	sucrose synthase 2
AT5G49230	HRB1	HYPERSENSITIVE TO RED AND BLUE
AT5G49240	APRR4	pseudo-response regulator 4
AT5G49240	PRR4	PSEUDO-RESPONSE REGULATOR 4
AT5G49270	COBL9	COBRA-LIKE 9
AT5G49270	DER9	DEFORMED ROOT HAIRS 9
AT5G49270	MRH4	MUTANT ROOT HAIR 4
AT5G49270	SHV2	SHAVEN 2
AT5G49290	ATRLP56	receptor like protein 56
AT5G49290	RLP56	receptor like protein 56
AT5G49300	GATA16	GATA transcription factor 16
AT5G49310	IMPA-5	importin alpha isoform 5
AT5G49330	ATMYB111	ARABIDOPSIS MYB DOMAIN PROTEIN 111
AT5G49330	MYB111	myb domain protein 111
AT5G49330	PFG3	PRODUCTION OF FLAVONOL GLYCOSIDES 3
AT5G49340	TBL4	TRICHOME BIREFRINGENCE-LIKE 4
AT5G49360	ATBXL1	BETA-XYLOSIDASE 1
AT5G49360	BXL1	beta-xylosidase 1
AT5G49448	CPuORF4	conserved peptide upstream open reading frame 4
AT5G49450	AtbZIP1	basic leucine-zipper 1
AT5G49450	bZIP1	basic leucine-zipper 1
AT5G49460	ACLB-2	ATP citrate lyase subunit B 2
AT5G49480	ATCP1	Ca2+-binding protein 1
AT5G49480	CP1	Ca2+-binding protein 1
AT5G49490	AGL83	AGAMOUS-like 83
AT5G49510	PFD3	prefoldin 3
AT5G49520	ATWRKY48	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 48
AT5G49520	WRKY48	WRKY DNA-binding protein 48
AT5G49550	BLOS2	BLOC subunit 2
AT5G49570	AtPNG1	peptide-N-glycanase 1
AT5G49570	PNG1	peptide-N-glycanase 1
AT5G49615	TAS3b	trans-acting siRNA3B
AT5G49620	AtMYB78	myb domain protein 78
AT5G49620	MYB78	myb domain protein 78
AT5G49630	AAP6	amino acid permease 6
AT5G49650	XK-2	xylulose kinase-2
AT5G49650	XK2	XYLULOSE KINASE 2
AT5G49660	XIP1	XYLEM INTERMIXED WITH PHLOEM 1
AT5G49720	ATGH9A1	glycosyl hydrolase 9A1
AT5G49720	DEC	DEFECTIVE CYTOKINESIS
AT5G49720	GH9A1	glycosyl hydrolase 9A1
AT5G49720	IRX2	IRREGULAR XYLEM 2
AT5G49720	KOR	KORRIGAN
AT5G49720	KOR1	KORRIGAN 1
AT5G49720	RSW2	RADIALLY SWOLLEN 2
AT5G49720	TSD1	TUMOROUS SHOOT DEVELOPMENT 1
AT5G49730	ATFRO6	ferric reduction oxidase 6
AT5G49730	FRO6	
AT5G49730	FRO6	ferric reduction oxidase 6
AT5G49740	ATFRO7	FERRIC REDUCTION OXIDASE 7
AT5G49740	FRO7	ferric reduction oxidase 7
AT5G49810	MMT	methionine S-methyltransferase
AT5G49820	RUS6	ROOT UV-B SENSITIVE 6
AT5G49830	EXO84B	exocyst complex component 84B
AT5G49880	AtMAD1	
AT5G49880	MAD1	mitotic arrest deficient 1
AT5G49890	ATCLC-C	
AT5G49890	CLC-C	chloride channel C
AT5G49910	cpHsc70-2	chloroplast heat shock protein 70-2
AT5G49910	HSC70-7	HEAT SHOCK PROTEIN 70-7
AT5G49930	emb1441	embryo defective 1441
AT5G49940	ATCNFU2	CHLOROPLAST-LOCALIZED NIFU-LIKE PROTEIN 2
AT5G49940	NFU2	NIFU-like protein 2
AT5G49970	ATPPOX	pyridoxin (pyrodoxamine) 5'-phosphate oxidase
AT5G49970	PDX3	HOMOLOG OF YEAST PYRIDOXINE AUXOTROPHY 3
AT5G49970	PPOX	pyridoxin (pyrodoxamine) 5'-phosphate oxidase
AT5G49980	AFB5	auxin F-box protein 5
AT5G50011	CPuORF37	conserved peptide upstream open reading frame 37
AT5G50012	CPuORF36	conserved peptide upstream open reading frame 36
AT5G50080	ERF110	ethylene response  factor 110
AT5G50160	ATFRO8	FERRIC REDUCTION OXIDASE 8
AT5G50160	FRO8	ferric reduction oxidase 8
AT5G50200	ATNRT3.1	
AT5G50200	NRT3.1	NITRATE TRANSPORTER 3.1
AT5G50200	WR3	WOUND-RESPONSIVE 3
AT5G50210	OLD5	ONSET OF LEAF DEATH 5
AT5G50210	QS	quinolinate synthase
AT5G50210	SUFE3	SULFUR E 3
AT5G50240	AtPIMT2	Arabidopsis thaliana protein-l-isoaspartate methyltransferase 2
AT5G50240	PIMT2	protein-l-isoaspartate methyltransferase 2
AT5G50250	CP31B	chloroplast RNA-binding protein 31B
AT5G50260	CEP1	cysteine endopeptidase 1
AT5G50280	EMB1006	embryo defective 1006
AT5G50300	ATAZG2	ARABIDOPSIS THALIANA AZA-GUANINE RESISTANT2
AT5G50300	AZG2	AZA-GUANINE RESISTANT2
AT5G50320	AtELP3	Elongator protein 3
AT5G50320	EAST1	enhancer-of-asymmetric leaves-two 1
AT5G50320	ELO3	ELONGATA 3
AT5G50320	ELP3	Elongator protein 3
AT5G50320	HAC8	HISTONE ACETYLTRANSFERASE 8
